iter	Logloss
327	0.1644805588
328	0.164358086
329	0.1642185369
330	0.1640702971
331	0.1639255432
332	0.1637786335
333	0.1636988288
334	0.1635520775
335	0.1633699875
336	0.1632306117
337	0.1631089797
338	0.1630223645
339	0.1629220051
340	0.1626985616
341	0.1626182846
342	0.1625224484
343	0.1623642577
344	0.1622755998
345	0.1620673655
346	0.1619552884
347	0.1618591262
348	0.161718448
349	0.1615848788
350	0.1614455222
351	0.1613523809
352	0.1611700315
353	0.1610425647
354	0.1609419211
355	0.1608116075
356	0.1606896665
357	0.160468655
358	0.1603520585
359	0.1602159221
360	0.160064236
361	0.1598870594
362	0.1597184598
363	0.1595850506
364	0.1594372455
365	0.1593295832
366	0.159160743
367	0.1590943214
368	0.1590176681
369	0.1589150319
370	0.1588264101
371	0.1587418413
372	0.1586438811
373	0.1585560164
374	0.1584709479
375	0.1583257985
376	0.1582073316
377	0.1581444615
378	0.157985541
379	0.1578801332
380	0.1577674611
381	0.1576524382
382	0.1574542033
383	0.1573202428
384	0.1571486122
385	0.1570698378
386	0.15694181
387	0.1568060739
388	0.1566772368
389	0.1565473421
390	0.1564729946
391	0.1563915215
392	0.1562681456
393	0.156183183
394	0.1560119252
395	0.1557889036
396	0.1556835308
397	0.1555637068
398	0.1555004889
399	0.155374374
400	0.1552539286
401	0.1551610539
402	0.1550823677
403	0.155019629
404	0.1549316794
405	0.1548284012
406	0.1546916889
407	0.1546278408
408	0.1544799122
409	0.1543671021
410	0.1542592815
411	0.1541517172
412	0.1540716584
413	0.1539388972
414	0.1537887943
415	0.1536662153
416	0.1535228072
417	0.1533936077
418	0.1532741245
419	0.1531071122
420	0.1530261804
421	0.1529136557
422	0.1528521777
423	0.1527921194
424	0.1526394963
425	0.1525644757
426	0.1524455913
427	0.1523560025
428	0.152228737
429	0.1521198472
430	0.1520649728
431	0.1519550892
432	0.1518150625
433	0.151749323
434	0.1516366629
435	0.1514894997
436	0.1513977456
437	0.1512465346
438	0.1511392019
439	0.1510681083
440	0.1509557434
441	0.1508739854
442	0.1507425726
443	0.150602417
444	0.1505190255
445	0.1504516678
446	0.1503603195
447	0.1502871252
448	0.150195982
449	0.1501217225
450	0.1500365077
451	0.1499672952
452	0.1498689625
453	0.1497860789
454	0.1496474564
455	0.1495623112
456	0.1495117311
457	0.1494322416
458	0.1493480288
459	0.1492578151
460	0.1491691884
461	0.1490694111
462	0.1490079188
463	0.148914635
464	0.1488404872
465	0.1486957272
466	0.1486072076
467	0.1485312465
468	0.1484556809
469	0.1483484941
470	0.1482752388
471	0.1481367641
472	0.1480741642
473	0.148014652
474	0.1479463683
475	0.1478603625
476	0.147708466
477	0.1476373099
478	0.1475684671
479	0.1474677579
480	0.1473578739
481	0.1472958485
482	0.1472207
483	0.1471488892
484	0.1470872159
485	0.147001755
486	0.1469173548
487	0.1468229828
488	0.1467526235
489	0.1466880762
490	0.1465909053
491	0.1465064327
492	0.1463845303
493	0.1462881556
494	0.1461650986
495	0.1460401753
496	0.1459752586
497	0.1458798132
498	0.1458274647
499	0.1457293598
500	0.145597618
501	0.1455534437
502	0.1454533471
503	0.1454062928
504	0.1452988265
505	0.1452064314
506	0.1451306333
507	0.1450307618
508	0.1449462665
509	0.1448957293
510	0.1448051242
511	0.1447042272
512	0.1445573029
513	0.1445062882
514	0.1443920709
515	0.1443091584
516	0.1442289429
517	0.1441834114
518	0.1440830809
519	0.1439709632
520	0.1438896827
521	0.143825098
522	0.1437627092
523	0.1436866263
524	0.1435352939
525	0.1434250996
526	0.1433102923
527	0.1432377309
528	0.1431724274
529	0.1430590397
530	0.1429848651
531	0.1428580196
532	0.142803877
533	0.1427131536
534	0.1426096256
535	0.142534385
536	0.1424550806
537	0.1423741802
538	0.1422950127
539	0.1422283997
540	0.1421364481
541	0.142000604
542	0.141910947
543	0.1418574045
544	0.1418090496
545	0.1417262288
546	0.1416809023
547	0.1415874884
548	0.1414438571
549	0.1413592701
550	0.1412660025
551	0.1412018985
552	0.141129454
553	0.1410492387
554	0.1409899281
555	0.1409222845
556	0.1408633011
557	0.1408093997
558	0.1407546521
559	0.1406710445
560	0.1406134479
561	0.1405369301
562	0.1404209614
563	0.1403708756
564	0.1403006538
565	0.1402032051
566	0.1401647627
567	0.1400839431
568	0.1400373698
569	0.1399617001
570	0.1398790991
571	0.1397584991
572	0.1397296552
573	0.1396756688
574	0.1396086505
575	0.1395593042
576	0.1395164235
577	0.1394522963
578	0.1393933576
579	0.1393333425
580	0.1392828269
581	0.1391449042
582	0.1390708142
583	0.1389789288
584	0.1388642107
585	0.1387901284
586	0.1387308457
587	0.1386326538
588	0.1385560435
589	0.1384969
590	0.1384284907
591	0.1383543722
592	0.138265214
593	0.1381929173
594	0.1381223081
595	0.1380439435
596	0.1379254068
597	0.1378851835
598	0.137842238
599	0.1377862571
600	0.1377358752
601	0.1376931835
602	0.1376339551
603	0.1375609051
604	0.1375236451
605	0.137485663
606	0.1374139494
607	0.1373536361
608	0.1373004311
609	0.1372354363
610	0.1371535268
611	0.1371006076
612	0.1370373141
613	0.1369822619
614	0.1368844413
615	0.1368171915
616	0.1367526466
617	0.1366545553
618	0.1365926021
619	0.1365227425
620	0.1364400577
621	0.1363925053
622	0.1363309455
623	0.1362976865
624	0.1362201023
625	0.1361521942
626	0.1360890474
627	0.1360252515
628	0.1359291331
629	0.135881989
630	0.1358339499
631	0.1357349377
632	0.1356594703
633	0.1356260547
634	0.1355827063
635	0.1355356623
636	0.1354778279
637	0.1354235914
638	0.1353535413
639	0.135270782
640	0.135199978
641	0.1351232385
642	0.1350819614
643	0.1350223907
644	0.1349695837
645	0.1348601442
646	0.1348035418
647	0.1347427463
648	0.1346230372
649	0.1345753302
650	0.1344996344
651	0.1344260764
652	0.134372106
653	0.1342906983
654	0.1341955168
655	0.1341220671
656	0.1340895723
657	0.1340278969
658	0.1339821877
659	0.1339083805
660	0.1338426256
661	0.1337922286
662	0.1337503179
663	0.1337054827
664	0.1336265707
665	0.133572955
666	0.1335123972
667	0.1334605611
668	0.1334023997
669	0.1333520288
670	0.1333028414
671	0.1332147272
672	0.133132581
673	0.1330783879
674	0.1330495995
675	0.1329423866
676	0.1328420691
677	0.1328028501
678	0.1327412568
679	0.1326765151
680	0.1326318527
681	0.1325669272
682	0.1325018326
683	0.1324658702
684	0.132397724
685	0.1323247891
686	0.1322460478
687	0.1322063529
688	0.1321304956
689	0.1320611949
690	0.1320276189
691	0.1319845663
692	0.1318872041
693	0.1317596471
694	0.1316816823
695	0.1316347247
696	0.1315987026
697	0.1315458093
698	0.1315069497
699	0.131483108
700	0.1314364142
701	0.1313770486
702	0.1313342146
703	0.1312796809
704	0.1312214177
705	0.131172828
706	0.131094716
707	0.1310137604
708	0.1309578009
709	0.130883445
710	0.1308439828
711	0.1308024895
712	0.1307550896
713	0.1307022992
714	0.1306568347
715	0.1306227011
716	0.1305776176
717	0.1305204365
718	0.130453511
719	0.1304133825
720	0.1303322333
721	0.1302603428
722	0.1301888408
723	0.130136789
724	0.1300708031
725	0.1300016628
726	0.1299219606
727	0.1298657513
728	0.1297628485
729	0.1297135157
730	0.1296252055
731	0.1295708682
732	0.1295066989
733	0.1294257115
734	0.1293713801
735	0.1292714574
736	0.1292238699
737	0.1291131148
738	0.1290756573
739	0.1290306665
740	0.1289705447
741	0.1289186265
742	0.1288795456
743	0.1287609884
744	0.1286991093
745	0.1286500992
746	0.1285843313
747	0.1285168272
748	0.1284658052
749	0.128411735
750	0.1283698722
751	0.1282903256
752	0.1282429587
753	0.128176691
754	0.1281069377
755	0.1280386967
756	0.1279848217
757	0.1279276805
758	0.1278802296
759	0.1278334199
760	0.1277872535
761	0.1277232922
762	0.1276727072
763	0.1276371013
764	0.1275463238
765	0.1274940499
766	0.1274361472
767	0.1274152708
768	0.1273689622
769	0.1273167271
770	0.1272738184
771	0.1272048313
772	0.1271620123
773	0.1270951686
774	0.1270583025
775	0.1269911258
776	0.1269506842
777	0.126889009
778	0.1268313282
779	0.1267751973
780	0.1266949452
781	0.1266435684
782	0.1265542961
783	0.1264774088
784	0.1264224949
785	0.1263631696
786	0.1262919018
787	0.1262359092
788	0.1261855493
789	0.1261324155
790	0.1260389333
791	0.1259826054
792	0.1259308161
793	0.1259002551
794	0.1258302438
795	0.1257844071
796	0.1257278946
797	0.125666154
798	0.1256380875
799	0.12557448
800	0.125529678
801	0.1254905658
802	0.1254501877
803	0.1254184327
804	0.1253601721
805	0.125292932
806	0.1252594712
807	0.1252312671
808	0.1251952505
809	0.1251327365
810	0.125055084
811	0.1250353443
812	0.124966006
813	0.1249041694
814	0.1248383091
815	0.1247862233
816	0.1247114354
817	0.1246452483
818	0.1245549524
819	0.1245175021
820	0.1244688612
821	0.124411937
822	0.1243748042
823	0.1243354234
824	0.1242854945
825	0.1241818087
826	0.1241038404
827	0.1240337716
828	0.1239501578
829	0.1239178438
830	0.1238742249
831	0.1237887783
832	0.1237486258
833	0.1236984856
834	0.1236452573
835	0.1236179552
836	0.1235783929
837	0.1235279048
838	0.1234805486
839	0.1234354621
840	0.1233815049
841	0.1233217554
842	0.1232838851
843	0.1232451691
844	0.1231913063
845	0.123155544
846	0.1231099344
847	0.1230576712
848	0.1230268284
849	0.1229801888
850	0.1229259213
851	0.1228890903
852	0.1228426477
853	0.1227962209
854	0.122759346
855	0.1227209094
856	0.1226853196
857	0.122618198
858	0.1225679363
859	0.1225204608
860	0.1224630882
861	0.1224346688
862	0.1223944733
863	0.1223390609
864	0.1222905239
865	0.1222535979
866	0.1222147717
867	0.1221747913
868	0.1221130369
869	0.122068466
870	0.1220211605
871	0.1219824631
872	0.1218940028
873	0.1218519475
874	0.1218183319
875	0.1217714554
876	0.121709837
877	0.1216947958
878	0.1216475053
879	0.1216096525
880	0.1215525626
881	0.1214994301
882	0.1214577158
883	0.1214058284
884	0.1213165345
885	0.1212602421
886	0.1211985137
887	0.1211571117
888	0.1211049239
889	0.1210289984
890	0.1209870379
891	0.1209418488
892	0.1208609644
893	0.1208101095
894	0.1207453487
895	0.1206849433
896	0.1206658142
897	0.1206142473
898	0.1205684988
899	0.120502136
900	0.1204392081
901	0.1203898972
902	0.1203158035
903	0.1202428912
904	0.1201940239
905	0.1201375371
906	0.1200964879
907	0.1200672296
908	0.1200258476
909	0.1199619731
910	0.1199324884
911	0.1198751742
912	0.1198368002
913	0.1197936908
914	0.1197556476
915	0.1197040474
916	0.1196590385
917	0.1195797376
918	0.1195521213
919	0.1194827716
920	0.1194175396
921	0.1193725329
922	0.1193232469
923	0.1192880705
924	0.1192371185
925	0.1192056285
926	0.1191696903
927	0.1191331107
928	0.1190574152
929	0.1189915702
930	0.1189468116
931	0.1189097952
932	0.1188606391
933	0.118803669
934	0.1187616648
935	0.1187265082
936	0.118691487
937	0.1186148303
938	0.1185835253
939	0.1185455465
940	0.1185104707
941	0.1184359157
942	0.1183954827
943	0.118312075
944	0.1182462647
945	0.1181738067
946	0.1181150828
947	0.1180884738
948	0.1180394188
949	0.118003824
950	0.1179504621
951	0.1179091361
952	0.1178667747
953	0.1178163943
954	0.1177597053
955	0.117718335
956	0.1176694458
957	0.117639116
958	0.1175805988
959	0.117525548
960	0.1174582272
961	0.1174441009
962	0.1173807533
963	0.1173502549
964	0.1173099435
965	0.1172466881
966	0.1171849891
967	0.1171481095
968	0.1171099059
969	0.1170726849
970	0.117046826
971	0.1170054743
972	0.1169346217
973	0.1168900702
974	0.1168161951
975	0.116768749
976	0.1167154115
977	0.1166769923
978	0.1166360869
979	0.1165831754
980	0.1165567695
981	0.1165193986
982	0.1164770933
983	0.1164109417
984	0.1163762782
985	0.1163225861
986	0.1162992398
987	0.1162541906
988	0.1162072293
989	0.1161865
990	0.1161605654
991	0.1161203546
992	0.1160707035
993	0.1160285013
994	0.1160028877
995	0.1159697645
996	0.1159031692
997	0.1158289162
998	0.1157877392
999	0.1157309222
